speciescode	genomefa	seqid	chrname	seqlength	chrtype	krank	krank2
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	CM019234.1	chr27	2336867	micro	25	25
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01000103.1	chr5Scaf0103	3305175	contig	26	26
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01001144.1	chrUnScaf1144	2344510	contig	27	27
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01002658.1	chrUnScaf2658	1713874	contig	28	28
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01000101.1	chr4AScaf0101	1261513	contig	29	29
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01001394.1	chrUnScaf1394	1173993	contig	30	30
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01000054.1	chr1AScaf0054	1163630	contig	31	31
MALCY	GCA_009741485.1_mCya_1.0_genomic.fna	VKON01000159.1	chrom21Scaf0159	1160757	contig	32	32
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027945.1	chr1	216272475	macro	1	1
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027946.1	chr2	165000027	macro	2	2
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027947.1	chr3	129390489	macro	3	3
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027975.1	chr4a	24535566	macro	4	4
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027948.1	chr4	84451203	macro	5	5
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027949.1	chr5	72167472	macro	6	6
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027950.1	chr6	42478111	macro	7	7
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027951.1	chr7	45385597	macro	8	8
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027952.1	chr8	37329370	macro	9	9
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027974.1	chrZ	82723677	chrZ	10	10
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027973.1	chrW	8373266	chrW	11	11
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027953.1	chr9	31519428	micro	12	12
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027956.1	chr12	26098356	micro	13	13
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027954.1	chr10	25660581	micro	14	14
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027955.1	chr11	25096210	micro	15	15
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027957.1	chr13	23196095	micro	16	16
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027958.1	chr14	21258579	micro	17	17
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027963.1	chr20	18556269	micro	18	18
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027959.1	chr15	17715720	micro	19	19
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027961.1	chr18	14766229	micro	20	20
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027960.1	chr17	13331648	micro	21	21
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027962.1	chr19	13299004	micro	22	22
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027964.1	chr21	10049533	micro	23	23
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027966.1	chr23	8892990	micro	24	24
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027967.1	chr24	8478814	micro	25	25
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027969.1	chr26	7517663	micro	26	26
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027970.1	chr27	6867657	micro	27	27
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027971.1	chr28	6370545	micro	28	28
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027965.1	chr22	5568188	micro	29	29
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027968.1	chr25	3435794	micro	30	30
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	CM027972.1	chr33	3405774	micro	31	31
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	JABVCD010000554.1	Scaf523	4796034	contig	32	32
DRONO	GCA_016128335.1_ZJU1.0_genomic.fna	JABVCD010000755.1	Scaf724	1253303	contig	33	33
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877913.1	pcf1c	9009784	contig	1	1
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007510.1	chr6	81625993	macro	2	2
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007508.1	chr4	118925238	macro	3	3
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877917.1	pcf2c	4990767	contig	4	4
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877919.1	pcf2g	3614853	contig	5	5
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007507.1	chr3	99065126	macro	6	6
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877918.1	pcf2e	8695319	contig	7	7
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877914.1	pcf23b	2659580	contig	8	8
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007509.1	chr5	101968767	macro	9	9
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877916.1	pcf2b	6359600	contig	10	10
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007511.1	chr7	88937032	macro	11	11
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007505.1	chr1	126111278	macro	12	12
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007512.1	chr8	63899423	macro	13	13
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877926.1	pcf4c	7658646	contig	14	16
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007506.1	chr2	109099092	macro	15	15
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877912.1	pcf18c	2303269	contig	16	14
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007504.1	chrZ	40081585	chrZ	17	23
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877921.1	pcf33c	12551663	contig	18	22
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877920.1	pcf33b	6055273	contig	19	21
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877922.1	pcf33f	8096016	contig	20	20
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877924.1	pcf33h	5728408	contig	21	19
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877923.1	pcf33g	2004917	contig	22	18
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877925.1	pcf33k	3309361	contig	23	17
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007513.1	chr9	36416876	micro	24	24
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007514.1	chr10	27378400	micro	25	25
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007515.1	chr11	33653803	micro	26	26
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007516.1	chr12	29578363	micro	27	27
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007517.1	chr13	23730878	micro	28	28
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007518.1	chr14	23292764	micro	29	29
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007519.1	chr15	7532730	micro	30	30
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007520.1	chr16	6535397	micro	31	31
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007522.1	chr18	4400328	micro	32	32
FALPE	GCA_001887755.1_falPer2_genomic.fna	CM007521.1	chr17	5615363	micro	33	33
FALPE	GCA_001887755.1_falPer2_genomic.fna	KV877915.1	pcf25a	1178577	contig	34	34
FALCH	saker.v6.genome.chr.remask.fa	chr2	chr2	123578221	macro	2	2
FALCH	saker.v6.genome.chr.remask.fa	chr5	chr5	93972130	macro	1	1
FALCH	saker.v6.genome.chr.remask.fa	chr3	chr3	123083686	macro	3	3
FALCH	saker.v6.genome.chr.remask.fa	chr4	chr4	113721770	macro	4	4
FALCH	saker.v6.genome.chr.remask.fa	chr6	chr6	92336655	macro	5	5
FALCH	saker.v6.genome.chr.remask.fa	chr7	chr7	73931608	macro	6	6
FALCH	saker.v6.genome.chr.remask.fa	chr8	chr8	65992661	macro	7	7
FALCH	saker.v6.genome.chr.remask.fa	chr9	chr9	54773600	macro	8	8
FALCH	saker.v6.genome.chr.remask.fa	chr1	chr1	128708988	macro	9	9
FALCH	saker.v6.genome.chr.remask.fa	chrW_1	chrW_1	11981293	chrW1	10	11
FALCH	saker.v6.genome.chr.remask.fa	chrW_2	chrW_2	10007065	chrW2	11	12
FALCH	saker.v6.genome.chr.remask.fa	chrZ	chrZ	86275077	chrZ	12	10
FALCH	saker.v6.genome.chr.remask.fa	chr10	chr10	38426598	micro	13	13
FALCH	saker.v6.genome.chr.remask.fa	chr11	chr11	36121347	micro	14	14
FALCH	saker.v6.genome.chr.remask.fa	chr12	chr12	34217874	micro	15	15
FALCH	saker.v6.genome.chr.remask.fa	chr13	chr13	30074843	micro	16	16
FALCH	saker.v6.genome.chr.remask.fa	chr14	chr14	25156918	micro	17	17
FALCH	saker.v6.genome.chr.remask.fa	chr15	chr15	23859303	micro	18	18
FALCH	saker.v6.genome.chr.remask.fa	chr16	chr16	8317540	micro	19	19
FALCH	saker.v6.genome.chr.remask.fa	chr17	chr17	7709136	micro	20	20
FALCH	saker.v6.genome.chr.remask.fa	chr18	chr18	7087382	micro	21	21
FALCH	saker.v6.genome.chr.remask.fa	chr19	chr19	6885157	micro	22	22
FALCH	saker.v6.genome.chr.remask.fa	chr20	chr20	6426764	micro	23	23
FALCH	saker.v6.genome.chr.remask.fa	chr21	chr21	1924614	micro	24	24
FALCH	saker.v6.genome.chr.remask.fa	chr22	chr22	1365745	micro	25	25
FALCH	saker.v6.genome.chr.remask.fa	chr23	chr23	1329381	micro	26	26
FALCH	saker.v6.genome.chr.remask.fa	chr24	chr24	970468	micro	27	27
FALCH	saker.v6.genome.chr.remask.fa	chr25	chr25	788709	micro	28	28
FALCH	saker.v6.genome.chr.remask.fa	chr26	chr26	772714	micro	29	29
FALCH	saker.v6.genome.chr.remask.fa	chr27	chr27	597245	micro	30	30
FALCH	saker.v6.genome.chr.remask.fa	chr28	chr28	432430	micro	31	31
FALCH	saker.v6.genome.chr.remask.fa	chr29	chr29	224379	micro	32	32
FALCH	saker.v6.genome.chr.remask.fa	chr30	chr30	221508	micro	33	33
FALCH	saker.v6.genome.chr.remask.fa	chr31	chr31	214368	micro	34	34
FALCH	saker.v6.genome.chr.remask.fa	chr32	chr32	168089	micro	35	35
FALCH	saker.v6.genome.chr.remask.fa	chr33	chr33	160433	micro	36	36
FALCH	saker.v6.genome.chr.remask.fa	chr34	chr34	138547	micro	37	37
FALCH	saker.v6.genome.chr.remask.fa	chr35	chr35	49086	micro	38	38
